Alerta;05:51:00;05:55:37
Quieto;05:55:37;06:02:35
Alerta;06:02:35;06:27:56
Quieto;06:27:56;06:31:13
QMME;06:31:13;06:31:17
QMME;06:31:17;06:31:25
Quieto;06:31:25;06:36:50
Alerta;06:36:50;06:37:51
Quieto;06:37:51;06:52:00
QPC;06:52:00;06:56:47
QMMD;06:56:47;06:56:54
QPC;06:56:54;07:00:47
REM;07:00:47;07:01:12
Alerta;07:01:12;07:01:47
Quieto;07:01:47;07:03:22
QPC;07:03:22;07:09:42
QMME;07:09:42;07:09:50
QPC;07:09:50;07:23:42
QMMD;07:23:42;07:23:50
QPC;07:23:50;07:27:41
REME;07:27:41;07:32:24
QPC;07:32:24;07:40:13
REM;07:40:13;07:40:50
Alerta;07:40:50;07:43:11
QPC;07:43:11;07:57:34
QMME;07:57:34;07:57:41
QPC;07:57:41;08:01:03
QMMD;08:01:03;08:01:10
QPC;08:01:10;08:17:48
REM;08:17:48;08:18:37
Alerta;08:18:37;08:19:17
Alerta;08:19:17;08:21:40
QPC;08:21:40;08:46:32
QMMD;08:46:32;08:46:37
QPC;08:46:37;08:56:34
REM;08:56:34;08:57:30
Alerta;08:57:30;08:58:10
Alerta;08:58:10;08:59:30
QPC;08:59:30;09:35:49
REM;09:35:49;09:36:45
Alerta;09:36:45;09:37:12
Alerta;09:37:12;09:38:00
QPC;09:38:00;09:46:34
Alerta;09:46:34;09:50:59
QMMD;09:50:59;09:51:07
Alerta;09:51:07;09:56:00
Quieto;09:56:00;09:59:45
Alerta;09:59:45;10:05:21
Quieto;10:05:21;10:14:33
Alerta;10:14:33;10:16:20
Quieto;10:16:20;10:23:00
Alerta;10:23:00;10:23:42
Quieto;10:23:42;10:33:18
QPC;10:33:18;10:40:05
Alerta;10:40:05;10:41:57
QPC;10:41:57;10:44:45
REM;10:44:45;10:45:39
Quieto;10:45:39;10:57:00
QPC;10:57:00;11:21:39
REM;11:21:39;11:22:33
Alerta;11:22:33;11:24:00
Quieto;11:24:00;11:30:43
QMMD;11:30:43;11:30:53
QPC;11:30:53;11:59:28
REM;11:59:28;12:00:38
Alerta;12:00:38;12:03:44
Quieto;12:03:44;12:33:37
REM;12:33:37;12:34:35
Alerta;12:34:35;12:44:52
Ativo;12:44:52;12:50:55
Alerta;12:50:55;12:53:45
Ativo;12:53:45;12:55:25
Alerta;12:55:25;12:59:45
Ativo;12:59:45;13:08:00
Alerta;13:08:00;13:10:00
Ativo;13:10:00;13:12:20
Alerta;13:12:20;13:16:00
Quieto;13:16:00;13:17:39
QMME;13:17:39;13:17:46
