Alerta;05:12:45;05:05:14
Ativo;05:05:14;05:16:52
Alerta;05:16:52;05:19:54
Ativo;05:19:54;05:21:00
Alerta;05:21:00;05:24:50
Quieto;05:24:50;05:32:11
Ativo;05:32:11;05:33:40
Alerta;05:33:40;05:34:08
Ativo;05:34:08;05:34:36
Alerta;05:34:36;05:38:35
Alerta;05:38:35;05:47:00
Quieto;05:47:00;06:02:06
Alerta;06:02:06;06:02:43
Quieto;06:02:43;06:03:47
Alerta;06:03:47;06:04:41
Quieto;06:04:41;06:09:11
Ativo;06:09:11;06:11:35
Quieto;06:11:35;06:15:50
Alerta;06:15:50;06:17:03
Quieto;06:17:03;07:03:29
Quieto;07:03:29;07:03:50
QPC;07:03:50;07:23:25
Alerta;07:23:25;07:24:18
Alerta;07:24:18;07:27:35
Quieto;07:27:35;07:28:27
QMMD;07:28:27;07:29:04
Quieto;07:29:04;07:29:36
QMME;07:29:36;07:29:44
Quieto;07:29:44;07:37:48
Alerta;07:37:48;07:43:23
Quieto;07:43:23;08:03:10
Alerta;08:03:10;08:12:19
REM;08:12:19;08:12:52
QPC;08:12:52;08:23:23
QPC;08:23:23;08:23:31
QPC;08:23:31;09:04:46
REM;09:04:46;09:05:20
QPC;09:05:20;09:12:46
Alerta;09:12:46;09:13:40
Alerta;09:13:40;09:15:00
Ativo;09:15:00;09:17:27
Quieto;09:17:27;09:17:45
QMMD;09:17:45;09:18:03
Quieto;09:18:03;09:25:22
Alerta;09:25:22;09:26:56
QPC;09:26:56;10:01:23
REM;10:01:23;10:02:01
Quieto;10:02:01;10:02:21
Alerta;10:02:21;10:02:43
QPC;10:02:43;10:14:05
QPC;10:14:05;10:14:14
QPC;10:14:14;10:16:14
Alerta;10:16:14;10:19:34
Quieto;10:19:34;10:31:22
Ativo;10:31:22;10:34:11
Quieto;10:34:11;10:57:58
Alerta;10:57:58;11:38:49
