Active;11:59:50;12:02:40
Alert;12:02:40;12:10:26
QHH;12:10:26;12:10:31
Alert;12:10:31;13:01:47
QHH;13:01:47;13:02:05
Alert;13:02:05;13:21:24
Active;13:21:24;13:22:40
Alert;13:22:40;13:35:52
Active;13:35:52;13:36:49
Alert;13:36:49;13:44:38
Active;15:37:36;15:38:06
Alert;15:38:06;15:38:36
Active;15:38:36;15:39:04
Alert;15:39:04;15:52:04
QHH;15:52:04;15:52:15
Alert;15:52:15;15:59:35
QHH;15:59:35;15:59:47
Alert;15:59:47;16:10:57
QHH;16:10:57;16:11:09
Alert;16:11:09;17:03:00
QHH;17:03:00;17:03:18
Alert;17:03:18;17:33:41
