Active;13:57:59;14:01:14
Alert;14:01:14;14:12:12
QHH;14:12:12;14:12:25
Alert;14:12:25;14:25:35
QOP;14:25:35;14:51:13
Alert;14:51:13;14:51:29
QOP;14:51:29;14:55:00
REM-like;14:55:00;14:55:16
Alert;14:55:16;14:57:36
Active;14:57:36;14:59:21
Alert;14:59:21;15:22:51
QPCN;15:22:51;15:31:42
Alert;15:31:42;15:36:04
QHH;15:36:04;15:36:12
QOP;15:36:12;15:43:26
Alert;15:43:26;15:44:04
Active;15:44:04;15:46:14
Alert;15:46:14;15:56:21
QHH;15:56:21;15:56:35
Alert;15:56:35;16:01:57
Active;16:01:57;16:03:23
QOP;16:03:23;16:20:40
Alert;16:20:40;16:25:17
Active;16:25:17;16:26:38
QPCN;16:26:38;16:31:52
QHH;16:31:52;16:32:11
QPCN;16:32:11;16:38:18
REM-like;16:38:18;16:38:54
QOP;16:38:54;16:56:54
QHH;16:56:54;16:57:03
QOP;16:57:03;16:59:51
QHH;16:59:51;17:00:08
Active;17:00:08;17:01:35
Alert;17:01:35;17:03:44
Active;17:03:44;17:06:32
