Alerta;00:07:23;;;06:53:00;07:00:23
Quieto;00:00:36;;;07:00:23;07:00:59
QMME;00:00:04;;;07:00:59;07:01:03
Quieto;00:00:59;;;07:01:03;07:02:02
QMMD;00:00:07;;;07:02:02;07:02:09
Quieto;00:07:07;;;07:02:09;07:09:16
Alerta;00:01:19;;;07:09:16;07:10:35
Alerta;00:08:25;;;07:10:35;07:19:00
Quieto;00:02:00;;;07:19:00;07:21:00
QMME;00:00:10;;;07:21:00;07:21:10
Quieto;00:07:18;;;07:21:10;07:28:28
QMME;00:00:04;;;07:28:28;07:28:32
Quieto;00:05:32;;;07:28:32;07:34:04
QMMD;00:00:02;;;07:34:04;07:34:06
Quieto;00:04:48;;;07:34:06;07:38:54
QMME;00:00:11;;;07:38:54;07:39:05
Quieto;00:02:07;;;07:39:05;07:41:12
Alerta;00:00:48;;;07:41:12;07:42:00
Quieto;00:05:11;;;07:42:00;07:47:11
REME;00:01:01;;;07:47:11;07:48:12
QPC;00:07:12;;;07:48:12;07:55:24
REM;00:00:29;;;07:55:24;07:55:53
Alerta;00:00:07;;;07:55:53;07:56:00
QPC;00:07:48;;;07:56:00;08:03:48
QMME;00:00:04;;;08:03:48;08:03:52
Quieto;00:00:06;;;08:03:52;08:03:58
QPC;00:21:30;;;08:03:58;08:25:28
REM;00:00:26;;;08:25:28;08:25:54
QPC;00:00:18;;;08:25:54;08:26:12
Alerta;00:00:48;;;08:26:12;08:27:00
Quieto;00:02:51;;;08:27:00;08:29:51
QMMD;00:00:11;;;08:29:51;08:30:02
QPC;00:02:48;;;08:30:02;08:32:50
QMME;00:00:10;;;08:32:50;08:33:00
QPC;00:01:10;;;08:33:00;08:34:10
Alerta;00:02:31;;;08:34:10;08:36:41
Alerta;00:01:49;;;08:36:41;08:38:30
Alerta;00:02:24;;;08:38:30;08:40:54
Ativo;00:00:31;;;08:40:54;08:41:25
Quieto;00:01:34;;;08:41:25;08:42:59
QMME;00:00:07;;;08:42:59;08:43:06
QMME;00:00:09;;;08:43:06;08:43:15
QPC;00:00:07;;;08:43:15;08:43:22
Alerta;00:02:58;;;08:43:22;08:46:20
QMME;00:00:06;;;08:46:20;08:46:26
QPC;00:00:41;;;08:46:26;08:47:07
QMME;00:00:14;;;08:47:07;08:47:21
QPC;00:00:45;;;08:47:21;08:48:06
QMMD;00:00:03;;;08:48:06;08:48:09
QPC;00:02:32;;;08:48:09;08:50:41
QMMD;00:00:11;;;08:50:41;08:50:52
Quieto;00:00:38;;;08:50:52;08:51:30
QPC;00:02:08;;;08:51:30;08:53:38
QMMD;00:00:13;;;08:53:38;08:53:51
QPC;00:05:56;;;08:53:51;08:59:47
QMME;00:00:04;;;08:59:47;08:59:51
QPC;00:06:09;;;08:59:51;09:06:00
Alerta;00:04:50;;;09:06:00;09:10:50
QPC;00:00:20;;;09:10:50;09:11:10
QMME;00:00:04;;;09:11:10;09:11:14
QPC;00:00:05;;;09:11:14;09:11:19
QPC;00:10:26;;;09:11:19;09:21:45
Alerta;00:01:35;;;09:21:45;09:23:20
Quieto;00:00:40;;;09:23:20;09:24:00
QPC;00:04:03;;;09:24:00;09:28:03
REM;00:00:41;;;09:28:03;09:28:44
Alerta;00:00:34;;;09:28:44;09:29:18
QPC;00:02:45;;;09:29:18;09:32:03
QMMD;00:00:05;;;09:32:03;09:32:08
Quieto;00:01:37;;;09:32:08;09:33:45
Alerta;00:02:15;;;09:33:45;09:36:00
QPC;00:06:52;;;09:36:00;09:42:52
QMMD;00:00:09;;;09:42:52;09:43:01
QPC;00:07:38;;;09:43:01;09:50:39
QMME;00:00:09;;;09:50:39;09:50:48
QPC;00:11:19;;;09:50:48;10:02:07
REM;00:00:43;;;10:02:07;10:02:50
Alerta;00:00:18;;;10:02:50;10:03:08
QPC;00:12:05;;;10:03:08;10:15:13
QMME;00:00:08;;;10:15:13;10:15:21
QPC;00:01:30;;;10:15:21;10:16:51
QMME;00:00:09;;;10:16:51;10:17:00
QPC;00:19:59;;;10:17:00;10:36:59
REM;00:00:41;;;10:36:59;10:37:40
QPC;00:00:17;;;10:37:40;10:37:57
QPC;00:10:03;;;10:37:57;10:48:00
QMME;00:00:08;;;10:48:00;10:48:08
QPC;00:04:41;;;10:48:08;10:52:49
QMMD;00:00:13;;;10:52:49;10:53:02
QPC;00:19:23;;;10:53:02;11:12:25
REM;00:00:50;;;11:12:25;11:13:15
Alerta;00:00:53;;;11:13:15;11:14:08
QPC;00:10:28;;;11:14:08;11:24:36
QMMD;00:00:02;;;11:24:36;11:24:38
QPC;00:00:10;;;11:24:38;11:24:48
QPC;00:04:12;;;11:24:48;11:29:00
QPC;00:18:38;;;11:29:00;11:47:38
REM;00:00:47;;;11:47:38;11:48:25
QPC;00:00:10;;;11:48:25;11:48:35
Alerta;00:01:25;;;11:48:35;11:50:00
Quieto;00:03:01;;;11:50:00;11:53:01
Alerta;00:02:09;;;11:53:01;11:55:10
Alerta;00:02:23;;;11:55:10;11:57:33
Quieto;00:01:17;;;11:57:33;11:58:50
