Alert;00:03:25;05:29:00;05:32:25
QOP;00:02:02;05:32:25;05:34:27
Active;00:03:45;05:34:27;05:38:12
Alert;00:01:38;05:38:12;05:39:50
Active;00:00:53;05:39:50;05:40:43
Active;00:00:35;05:40:43;05:41:18
Alert;00:03:09;05:41:18;05:44:27
Active;00:10:44;05:44:27;05:55:11
Alert;00:05:24;05:55:11;06:00:35
Alert;00:01:22;06:00:35;06:01:57
Active;00:03:56;06:01:57;06:05:53
Alert;00:01:53;06:05:53;06:07:46
QOP;00:00:06;06:07:46;06:07:52
QOP;00:00:07;06:07:52;06:07:59
QHH;00:00:12;06:07:59;06:08:11
QOP;00:00:15;06:08:11;06:08:26
Alert;00:00:41;06:08:26;06:09:07
QOP;00:02:54;06:09:07;06:12:01
Alert;00:00:46;06:12:01;06:12:47
Alert;00:01:00;06:12:47;06:13:47
QOP;00:02:35;06:13:47;06:16:22
Alert;00:00:52;06:16:22;06:17:14
QOP;00:02:40;06:17:14;06:19:54
Alert;00:01:38;06:19:54;06:21:32
QOP;00:03:22;06:21:32;06:24:54
Alert;00:00:26;06:24:54;06:25:20
QOP;00:03:41;06:25:20;06:29:01
QHH;00:00:12;06:29:01;06:29:13
QOP;00:01:10;06:29:13;06:30:23
QOP;00:00:16;06:30:23;06:30:39
QOP;00:00:28;06:30:39;06:31:07
Alert;00:00:35;06:31:07;06:31:42
Alert;00:01:19;06:31:42;06:33:01
QOP;00:04:53;06:33:01;06:37:54
QOP;00:06:17;06:37:54;06:44:11
Alert;00:00:05;06:44:11;06:44:16
QOP;00:01:49;06:44:16;06:46:05
QHH;00:00:19;06:46:05;06:46:24
QCP;00:04:29;06:46:24;06:50:53
REM-like;00:00:19;06:50:53;06:51:12
QOP;00:00:08;06:51:12;06:51:20
Alert;00:00:14;06:51:20;06:51:34
QCP;00:15:58;06:51:34;07:07:32
QCP;00:00:40;07:07:32;07:08:12
QCP;00:00:18;07:08:12;07:08:30
QCP;00:03:32;07:08:30;07:12:02
REM-like;00:00:33;07:12:02;07:12:35
Alert;00:00:35;07:12:35;07:13:10
Alert;00:00:34;07:13:10;07:13:44
Alert;00:01:31;07:13:44;07:15:15
QOP;00:00:22;07:15:15;07:15:37
QOP;00:00:18;07:15:37;07:15:55
QOP;00:00:08;07:15:55;07:16:03
QHH;00:00:09;07:16:03;07:16:12
Alert;00:10:58;07:07:32;07:18:30
Active;00:02:30;07:18:30;07:21:00
Alert;00:11:34;07:21:00;07:32:34
Active;00:02:23;07:32:34;07:34:57
Alert;00:10:43;07:34:57;07:45:40
Active;00:02:38;07:45:40;07:48:18
Alert;00:06:23;07:48:18;07:54:41
Active;00:01:19;07:54:41;07:56:00
Alert;00:08:58;07:56:00;08:04:58
Alert;00:02:18;08:04:58;08:07:16
Active;00:17:38;08:07:16;08:24:54
Alert;00:15:09;08:24:54;08:40:03
Active;00:19:04;08:40:03;08:59:07
Alert;00:05:11;08:59:07;09:04:18
Active;00:03:13;09:04:18;09:07:31
Alert;00:08:19;09:07:31;09:15:50
Active;00:00:46;09:15:50;09:16:36
Alert;00:04:24;09:16:36;09:21:00
QOP;00:02:00;09:21:00;09:23:00
Alert;00:02:46;09:23:00;09:25:46
Active;00:01:54;09:25:46;09:27:40
Alert;00:01:38;09:27:40;09:29:18
QHH;00:00:04;09:29:18;09:29:22
QHH;00:00:07;09:29:22;09:29:29
Alert;00:02:30;09:29:29;09:31:59
QOP;00:00:34;09:31:59;09:32:33
QHH;00:00:17;09:32:33;09:32:50
QOP;00:01:41;09:32:50;09:34:31
Alert;00:00:07;09:34:31;09:34:38
Active;00:01:22;09:34:38;09:36:00
Active;00:10:20;09:36:00;09:46:20
QOP;00:03:36;09:46:20;09:49:56
Active;00:04:24;09:49:56;09:54:20
QOP;00:04:51;09:54:20;09:59:11
QOP;00:00:03;09:59:11;09:59:14
QOP;00:00:43;09:59:14;09:59:57
QHH;00:00:09;09:59:57;10:00:06
QOP;00:03:02;10:00:06;10:03:08
QHH;00:00:19;10:03:08;10:03:27
QOP;00:00:27;10:03:27;10:03:54
QHH;00:00:21;10:03:54;10:04:15
QOP;00:02:21;10:04:15;10:06:36
Alert;00:01:24;10:06:36;10:08:00
Active;00:03:59;10:08:00;10:11:59
Alert;00:02:16;10:11:59;10:14:15
Active;00:03:05;10:14:15;10:17:20
Alert;00:01:20;10:17:20;10:18:40
Alert;00:00:25;10:18:40;10:19:05
Alert;00:04:17;10:19:05;10:23:22
Active;00:05:46;10:23:22;10:29:08
Alert;00:03:52;10:29:08;10:33:00
Alert;00:00:29;10:33:00;10:33:29
Active;00:03:31;10:33:29;10:37:00
Alert;00:02:00;10:37:00;10:39:00
Alert;00:00:24;10:39:00;10:39:24
Alert;00:03:16;10:39:24;10:42:40
Alert;00:00:36;10:42:40;10:43:16
Alert;00:00:05;10:43:16;10:43:21
Alert;00:00:06;10:43:21;10:43:27
Alert;00:00:17;10:43:27;10:43:44
QHH;00:00:16;10:43:44;10:44:00
QCP;00:14:50;10:44:00;10:58:50
Alert;00:01:15;10:58:50;11:00:05
Alert;00:05:08;11:00:05;11:05:13
QOP;00:00:05;11:05:13;11:05:18
QOP;00:00:07;11:05:18;11:05:25
QOP;00:01:36;11:05:25;11:07:01
QHH;00:00:10;11:07:01;11:07:11
QCP;00:09:51;11:07:11;11:17:02
Alert;00:02:31;11:17:02;11:19:33
Active;00:00:22;11:19:33;11:19:55
Alert;00:18:11;11:19:55;11:38:06
Alert;00:07:16;11:38:06;11:45:22
Alert;00:00:08;11:45:22;11:45:30
Alert;00:00:04;11:45:30;11:45:34
Alert;00:02:51;11:45:34;11:48:25
Alert;00:00:08;11:48:25;11:48:33
Alert;00:00:18;11:48:33;11:48:51
Alert;00:02:56;11:48:51;11:51:47
QHH;00:00:12;11:51:47;11:51:59
Alert;00:08:08;11:51:59;12:00:07
QHH;00:00:18;12:00:07;12:00:25
Alert;00:06:17;12:00:25;12:06:42
Alert;00:00:30;12:06:42;12:07:12
Alert;00:09:14;12:07:12;12:16:26
Alert;00:12:46;12:16:26;12:29:12
QHH;00:00:09;12:29:12;12:29:21
Alert;00:25:25;12:29:21;12:54:46
Alert;00:00:48;12:54:46;12:55:34
Alert;00:00:04;12:55:34;12:55:38
Alert;00:00:09;12:55:38;12:55:47
Alert;00:04:00;12:55:47;12:59:47
Alert;00:00:26;12:59:47;13:00:13
Alert;00:32:59;13:00:13;13:33:12
Alert;00:25:12;13:33:12;13:58:24
Alert;00:00:13;13:58:24;13:58:37
Alert;00:12:25;13:58:37;14:11:02
Alert;00:31:15;14:11:02;14:42:17
QOP;00:00:04;14:42:17;14:42:21
QOP;00:00:11;14:42:21;14:42:32
Alert;00:06:41;14:42:32;14:49:13
Alert;00:16:37;14:49:13;15:05:50
QOP;00:00:33;15:05:50;15:06:23
REM-like;00:00:23;15:06:23;15:06:46
Alert;00:08:12;15:06:46;15:14:58
Alert;00:01:22;15:14:58;15:16:20
Alert;00:00:21;15:16:20;15:16:41
Alert;00:10:43;15:16:41;15:27:24
QOP;00:00:52;15:27:24;15:28:16
QOP;00:00:04;15:28:16;15:28:20
QOP;00:00:22;15:28:20;15:28:42
QHH;00:00:07;15:28:42;15:28:49
Alert;00:06:35;15:28:49;15:35:24
QOP;00:00:22;15:35:24;15:35:46
QHH;00:00:21;15:35:46;15:36:07
Alert;00:07:30;15:36:07;15:43:37
QOP;00:01:01;15:43:37;15:44:38
QOP;00:00:06;15:44:38;15:44:44
QOP;00:01:21;15:44:44;15:46:05
Alert;00:07:02;15:46:05;15:53:07
QOP;00:01:15;15:53:07;15:54:22
QHH;00:00:02;15:54:22;15:54:24
QHH;00:00:06;15:54:24;15:54:30
QOP;00:04:06;15:54:30;15:58:36
Alert;00:05:28;15:58:36;16:04:04
Active;00:00:50;16:04:04;16:04:54
Alert;00:00:16;16:04:54;16:05:10
Alert;00:06:00;16:05:10;16:11:10
QCP;00:06:00;16:11:10;16:17:10
QHH;00:06:15;16:17:10;16:23:25
QCP;00:00:05;16:23:25;16:23:30
QOP;00:02:37;16:23:30;16:26:07
QCP;00:00:14;16:26:07;16:26:21
Alert;00:02:12;16:26:21;16:28:33
QCP;00:08:27;16:28:33;16:37:00
QHH;00:04:47;16:37:00;16:41:47
QCP;00:00:13;16:41:47;16:42:00
REM-like;00:00:15;16:42:00;16:42:15
QCP;00:00:15;16:45:47;16:46:02
QCP;00:00:16;16:46:02;16:46:18
Alert;00:00:33;16:46:18;16:46:51
QCP;00:11:02;16:46:51;16:57:53
QCP;00:00:53;16:57:53;16:58:46
Alert;00:27:00;16:58:46;17:25:46
Alert;00:00:06;17:25:46;17:25:52
Alert;00:01:15;17:25:52;17:27:07
QHH;00:00:03;17:27:07;17:27:10
QHH;00:00:15;17:27:10;17:27:25
Alert;00:01:35;17:27:25;17:29:00
