Alerta;00:21:35;;;14:03:15;14:24:50
Ativo;00:06:10;;;14:24:50;14:31:00
Quieto;00:02:02;;;14:31:00;14:33:02
QMMD;00:00:07;;;14:33:02;14:33:09
Quieto;00:01:26;;;14:33:09;14:34:35
QMMD;00:00:11;;;14:34:35;14:34:46
Ativo;00:01:02;;;14:34:46;14:35:48
Quieto;00:06:51;;;14:35:48;14:42:39
Alerta;00:01:26;;;14:42:39;14:44:05
Quieto;00:01:43;;;14:44:05;14:45:48
QMME;00:00:04;;;14:45:48;14:45:52
Quieto;00:07:59;;;14:45:52;14:53:51
QMME;00:00:05;;;14:53:51;14:53:56
Quieto;00:19:57;;;14:53:56;15:13:53
QPC;00:00:10;;;15:13:53;15:14:03
QMMD;00:00:03;;;15:14:03;15:14:06
QPC;00:02:24;;;15:14:06;15:16:30
QMME;00:00:11;;;15:16:30;15:16:41
QPC;00:06:06;;;15:16:41;15:22:47
QMMD;00:00:03;;;15:22:47;15:22:50
QPC;00:07:30;;;15:22:50;15:30:20
QPC;00:02:49;;;15:30:20;15:33:09
REM;00:00:29;;;15:33:09;15:33:38
Alerta;00:00:57;;;15:33:38;15:34:35
Quieto;00:05:33;;;15:34:35;15:40:08
QMME;00:00:09;;;15:40:08;15:40:17
Quieto;00:05:25;;;15:40:17;15:45:42
QMMD;00:00:10;;;15:45:42;15:45:52
Quieto;00:05:08;;;15:45:52;15:51:00
QPC;00:10:00;;;15:51:00;16:01:00
QPC;00:02:54;;;16:01:00;16:03:54
REM;00:00:32;;;16:03:54;16:04:26
Alerta;00:04:14;;;16:04:26;16:08:40
Quieto;00:01:41;;;16:08:40;16:10:21
QMME;00:00:05;;;16:10:21;16:10:26
Quieto;00:02:23;;;16:10:26;16:12:49
QMMD;00:00:11;;;16:12:49;16:13:00
Quieto;00:04:07;;;16:13:00;16:17:07
QMME;00:00:09;;;16:17:07;16:17:16
Quieto;00:14:29;;;16:17:16;16:31:45
Ativo;00:01:15;;;16:31:45;16:33:00
Quieto;00:13:02;;;16:33:00;16:46:02
QMME;00:00:08;;;16:46:02;16:46:10
Quieto;00:17:26;;;16:46:10;17:03:36
QMMD;00:00:16;;;17:03:36;17:03:52
Quieto;00:03:00;;;17:03:52;17:06:52
QMME;00:00:08;;;17:06:52;17:07:00
Quieto;00:12:33;;;17:07:00;17:19:33
QMME;00:00:08;;;17:19:33;17:19:41
Quieto;00:17:46;;;17:19:41;17:37:27
QMMD;00:00:05;;;17:37:27;17:37:32
Quieto;00:07:28;;;17:37:32;17:45:00
