Ativo;00:02:51;;;12:58:19;13:01:10
AMME;00:00:27;;;13:01:10;13:01:37
Quieto;00:02:40;;;13:01:37;13:04:17
Ativo;00:04:54;;;13:04:17;13:09:11
Alerta;00:05:33;;;13:09:11;13:14:44
Ativo;00:01:46;;;13:14:44;13:16:30
Quieto;00:06:58;;;13:16:30;13:23:28
Alerta;00:02:52;;;13:23:28;13:26:20
Quieto;00:01:51;;;13:26:20;13:28:11
Alerta;00:03:59;;;13:28:11;13:32:10
Quieto;00:11:34;;;13:32:10;13:43:44
Alerta;00:41:16;;;13:43:44;14:25:00
Alerta;00:08:26;;;14:25:00;14:33:26
QPC;00:38:20;;;14:33:26;15:11:46
REM;00:00:31;;;15:11:46;15:12:17
Alerta;00:01:43;;;15:12:17;15:14:00
Alerta;00:04:00;;;15:14:00;15:18:00
QPC;00:15:12;;;15:18:00;15:33:12
Alerta;00:01:23;;;15:33:12;15:34:35
Ativo;00:03:15;;;15:34:35;15:37:50
Alerta;00:02:48;;;15:37:50;15:40:38
QPC;00:10:40;;;15:40:38;15:51:18
QPC;00:00:20;;;15:51:18;15:51:38
Alerta;00:06:47;;;15:51:38;15:58:25
Ativo;00:01:35;;;15:58:25;16:00:00
