Ativo;;00:01:07;;;11:02:28;11:03:35
Alerta;;00:02:18;;;11:03:35;11:05:53
QMMD;;00:00:13;;;11:05:53;11:06:06
Ativo;;00:01:41;;;11:06:06;11:07:47
Alerta;;00:01:23;;;11:07:47;11:09:10
Ativo;;00:03:30;;;11:09:10;11:12:40
Quieto;;00:06:31;;;11:12:40;11:19:11
QMME;;00:00:05;;;11:19:11;11:19:16
Quieto;;00:02:57;;;11:19:16;11:22:13
Ativo;;00:01:47;;;11:22:13;11:24:00
Quieto;;00:00:35;;;11:24:00;11:24:35
QMME;;00:00:09;;;11:24:35;11:24:44
Quieto;;00:03:43;;;11:24:44;11:28:27
QMMD;;00:00:05;;;11:28:27;11:28:32
Quieto;;00:02:10;;;11:28:32;11:30:42
Alerta;;00:02:18;;;11:30:42;11:33:00
Quieto;;00:02:10;;;11:33:00;11:35:10
Quieto;;00:00:10;;;11:35:10;11:35:20
QPC;;00:20:11;;;11:35:20;11:55:31
REM;;00:00:49;;;11:55:31;11:56:20
Quieto;;00:00:21;;;11:56:20;11:56:41
Alerta;;00:02:49;;;11:56:41;11:59:30
QPC;;00:32:21;;;11:59:30;12:31:51
REM;;00:00:59;;;12:31:51;12:32:50
Quieto;;00:00:26;;;12:32:50;12:33:16
Alerta;;00:00:52;;;12:33:16;12:34:08
Quieto;;00:12:52;;;12:34:08;12:47:00
QPC;;00:21:19;;;12:47:00;13:08:19
REM;;00:01:01;;;13:08:19;13:09:20
Quieto;;00:00:27;;;13:09:20;13:09:47
Alerta;;00:00:13;;;13:09:47;13:10:00
Quieto;;00:14:14;;;13:10:00;13:24:14
QMMD;;00:00:07;;;13:24:14;13:24:21
Quieto;;00:20:26;;;13:24:21;13:44:47
REM;;00:01:13;;;13:44:47;13:46:00
Alerta;;00:00:38;;;13:46:00;13:46:38
Alerta;;00:01:32;;;13:46:38;13:48:10
Quieto;;00:03:56;;;13:48:10;13:52:06
Ativo;;00:00:38;;;13:52:06;13:52:44
Alerta;;00:04:53;;;13:52:44;13:57:37
Quieto;;00:00:31;;;13:57:37;13:58:08
QMME;;00:00:04;;;13:58:08;13:58:12
Quieto;;00:00:05;;;13:58:12;13:58:17
Quieto;;00:09:35;;;13:58:17;14:07:52
QPC;;00:08:38;;;14:07:52;14:16:30
QPC;;00:13:38;;;14:16:30;14:30:08
REM;;00:00:47;;;14:30:08;14:30:55
QPC;;00:00:04;;;14:30:55;14:30:59
Alerta;;00:00:29;;;14:30:59;14:31:28
Alerta;;00:08:26;;;14:31:28;14:39:54
QMMD;;00:00:06;;;14:39:54;14:40:00
Quieto;;00:03:29;;;14:40:00;14:43:29
QMME;;00:00:10;;;14:43:29;14:43:39
Quieto;;00:11:55;;;14:43:39;14:55:34
QPC;;00:07:26;;;14:55:34;15:03:00
QPC;;00:03:58;;;15:03:00;15:06:58
REM;;00:00:53;;;15:06:58;15:07:51
QPC;;00:00:16;;;15:07:51;15:08:07
Alerta;;00:00:53;;;15:08:07;15:09:00
Quieto;;00:06:28;;;15:09:00;15:15:28
QMMD;;00:00:09;;;15:15:28;15:15:37
Quieto;;00:07:08;;;15:15:37;15:22:45
QMME;;00:00:12;;;15:22:45;15:22:57
Quieto;;00:13:14;;;15:22:57;15:36:11
QPC;;00:06:16;;;15:36:11;15:42:27
REM;;00:00:59;;;15:42:27;15:43:26
QPC;;00:00:12;;;15:43:26;15:43:38
Alerta;;00:03:52;;;15:43:38;15:47:30
Quieto;;00:06:15;;;15:47:30;15:53:45
Alerta;;00:02:35;;;15:53:45;15:56:20
Quieto;;00:06:31;;;15:56:20;16:02:51
QMME;;00:00:16;;;16:02:51;16:03:07
Quieto;;00:08:53;;;16:03:07;16:12:00
QPC;;00:07:17;;;16:12:00;16:19:17
REM;;00:00:57;;;16:19:17;16:20:14
QPC;;00:00:21;;;16:20:14;16:20:35
Alerta;;00:02:05;;;16:20:35;16:22:40
Quieto;;00:00:07;;;16:22:40;16:22:47
QMME;;00:00:12;;;16:22:47;16:22:59
Quieto;;00:01:49;;;16:22:59;16:24:48
QMME;;00:00:05;;;16:24:48;16:24:53
QMME;;00:00:22;;;16:24:53;16:25:15
Quieto;;00:00:22;;;16:25:15;16:25:37
QMME;;00:00:04;;;16:25:37;16:25:41
QMME;;00:00:18;;;16:25:41;16:25:59
Quieto;;00:23:24;;;16:25:59;16:49:23
Quieto;;00:00:03;;;16:49:23;16:49:26
Quieto;;00:00:12;;;16:49:26;16:49:38
Quieto;;00:13:12;;;16:49:38;17:02:50
Alerta;;00:03:30;;;17:02:50;17:06:20
Quieto;;00:00:42;;;17:06:20;17:07:02
AMME;;00:00:23;;;17:07:02;17:07:25
Quieto;;00:01:45;;;17:07:25;17:09:10
Alerta;;00:00:42;;;17:09:10;17:09:52
Quieto;;00:04:28;;;17:09:52;17:14:20
Quieto;;00:03:18;;;17:14:20;17:17:38
Quieto;;00:23:07;;;17:17:38;17:40:45
Alerta;;00:04:15;;;17:40:45;17:45:00
