Alerta;00:01:39;;15:46:08;15:47:47
Quieto;00:05:28;;15:47:47;15:53:15
REM;00:00:29;;15:53:15;15:53:44
Alerta;00:16:23;;15:53:44;16:10:07
QMME;00:00:07;;16:10:07;16:10:14
Alerta;00:08:52;;16:10:14;16:19:06
AMMD;00:00:10;;16:19:06;16:19:16
Alerta;00:12:00;;16:19:16;16:31:16
Alerta;00:18:55;;16:31:16;16:50:11
Quieto;00:04:19;;16:50:11;16:54:30
REM;00:00:52;;16:54:30;16:55:22
Alerta;00:10:50;;16:55:22;17:06:12
Ativo;00:01:54;;17:06:12;17:08:06
Alerta;00:18:26;;17:08:06;17:26:32
Quieto;00:00:54;;17:26:32;17:27:26
QMMD;00:00:09;;17:27:26;17:27:35
Quieto;00:01:49;;17:27:35;17:29:24
QMME;00:00:08;;17:29:24;17:29:32
Alerta;00:02:34;;17:29:32;17:32:06
Alerta;00:09:24;;17:32:06;17:41:30
Ativo;00:00:59;;17:41:30;17:42:29
Alerta;00:05:24;;17:42:29;17:47:53
QMMD;00:00:20;;17:47:53;17:48:13
Quieto;00:01:11;;17:48:13;17:49:24
QMME;00:00:17;;17:49:24;17:49:41
Quieto;00:25:03;;17:49:41;18:14:44
Quieto;00:08:34;;18:14:44;18:23:18
REM;00:00:52;;18:23:18;18:24:10
Alerta;00:02:30;;18:24:10;18:26:40
AMME;00:00:09;;18:26:40;18:26:49
Quieto;00:02:48;;18:26:49;18:29:37
Alerta;00:03:36;;18:29:37;18:33:13
Alerta;00:03:12;;18:33:13;18:36:25
QMME;00:00:10;;18:36:25;18:36:35
Quieto;00:01:49;;18:36:35;18:38:24
QMME;00:00:11;;18:38:24;18:38:35
Quieto;00:01:29;;18:38:35;18:40:04
QMMD;00:00:08;;18:40:04;18:40:12
Alerta;00:02:31;;18:40:12;18:42:43
AMME;00:00:06;;18:42:43;18:42:49
Alerta;00:02:29;;18:42:49;18:45:18
AMMD;00:00:20;;18:45:18;18:45:38
Alerta;00:08:09;;18:45:38;18:53:47
Ativo;00:00:09;;18:53:47;18:53:56
