AMME;00:00:21;12:56:25;12:56:46
Alerta;00:32:21;12:56:46;13:29:07
Alerta;00:07:00;13:29:07;13:36:07
Alerta;00:04:00;13:36:07;13:40:07
Alerta;00:06:00;13:40:07;13:46:07
Alerta;00:04:00;13:46:07;13:50:07
Quieto;00:02:26;13:50:07;13:52:33
QMME;00:00:11;13:52:33;13:52:44
Quieto;00:05:23;13:52:44;13:58:07
Quieto;00:01:28;13:58:07;13:59:35
Quieto;00:09:32;13:59:35;14:09:07
Alerta;00:02:22;14:09:07;14:11:29
Alerta;00:09:36;14:11:29;14:21:05
Quieto;00:04:14;14:21:05;14:25:19
Alerta;00:06:10;14:25:19;14:31:29
Alerta;00:00:25;14:31:29;14:31:54
Alerta;00:00:05;14:31:54;14:31:59
Alerta;00:03:45;14:31:59;14:35:44
Quieto;00:00:25;14:35:44;14:36:09
Ativo;00:01:27;14:36:09;14:37:36
Alerta;00:03:45;14:37:36;14:41:21
Quieto;00:01:38;14:41:21;14:42:59
Alerta;00:08:48;14:42:59;14:51:47
Quieto;00:00:38;14:51:47;14:52:25
QMME;00:00:11;14:52:25;14:52:36
Quieto;00:00:34;14:52:36;14:53:10
Quieto;00:00:01;14:53:10;14:53:11
QMMD;00:00:02;14:53:11;14:53:13
QMMD;00:00:09;14:53:13;14:53:22
Quieto;00:00:50;14:53:22;14:54:12
Alerta;00:03:17;14:54:12;14:57:29
Alerta;00:00:48;14:57:29;14:58:17
AMME;00:00:10;14:58:17;14:58:27
Quieto;00:03:51;14:58:27;15:02:18
Alerta;00:01:01;15:02:18;15:03:19
Quieto;00:10:50;15:03:19;15:14:09
Alerta;00:00:29;15:14:09;15:14:38
QPC;00:04:05;15:14:38;15:18:43
REM;00:00:23;15:18:43;15:19:06
Alerta;00:00:42;15:19:06;15:19:48
QPC;00:15:00;15:19:48;15:34:48
QPC;00:04:05;15:34:48;15:38:53
REM;00:00:28;15:38:53;15:39:21
Alerta;00:00:21;15:39:21;15:39:42
Quieto;00:00:23;15:39:42;15:40:05
Alerta;00:02:55;15:40:05;15:43:00
QPC;00:00:45;15:43:00;15:43:45
QPC;00:00:01;15:43:45;15:43:46
QMMD;00:00:01;15:43:46;15:43:47
QMMD;00:00:13;15:43:47;15:44:00
Alerta;00:00:12;15:44:00;15:44:12
QPC;00:01:48;15:44:12;15:46:00
Alerta;00:02:40;15:46:00;15:48:40
QPC;00:00:11;15:48:40;15:48:51
QMMD;00:00:10;15:48:51;15:49:01
QMMD;00:00:04;15:49:01;15:49:05
QPC;00:00:09;15:49:05;15:49:14
QPC;00:00:52;15:49:14;15:50:06
QPC;00:02:03;15:50:06;15:52:09
QMMD;00:00:04;15:52:09;15:52:13
QMMD;00:00:44;15:52:13;15:52:57
QPC;00:01:18;15:52:57;15:54:15
QMME;00:00:14;15:54:15;15:54:29
QPC;00:00:42;15:54:29;15:55:11
AMME;00:00:22;15:55:11;15:55:33
QPC;00:15:37;15:55:33;16:11:10
REM;00:00:23;16:11:10;16:11:33
Alerta;00:00:19;16:11:33;16:11:52
QPC;00:01:03;16:11:52;16:12:55
Alerta;00:00:22;16:12:55;16:13:17
Alerta;00:10:08;16:13:17;16:23:25
QPC;00:01:59;16:23:25;16:25:24
QMME;00:00:12;16:25:24;16:25:36
QPC;00:03:15;16:25:36;16:28:51
QPC;00:06:35;16:28:51;16:35:26
Alerta;00:01:05;16:35:26;16:36:31
Alerta;00:06:35;16:36:31;16:43:06
Alerta;00:01:57;16:43:06;16:45:03
Quieto;00:01:15;16:45:03;16:46:18
Alerta;00:04:56;16:46:18;16:51:14
