Alerta;00:18:33;;;05:50:00;06:08:33
QMME;00:00:07;;;06:08:33;06:08:40
Quieto;00:00:15;;;06:08:40;06:08:55
QMME;00:00:10;;;06:08:55;06:09:05
Quieto;00:01:33;;;06:09:05;06:10:38
QMME;00:00:00;;;06:10:38;06:10:38
QMME;00:00:15;;;06:10:38;06:10:53
Quieto;00:02:42;;;06:10:53;06:13:35
Alerta;00:00:42;;;06:13:35;06:14:17
Quieto;00:03:36;;;06:14:17;06:17:53
QMME;00:00:04;;;06:17:53;06:17:57
Quieto;00:00:31;;;06:17:57;06:18:28
Alerta;00:01:22;;;06:18:28;06:19:50
Quieto;00:01:25;;;06:19:50;06:21:15
Alerta;00:00:04;;;06:21:15;06:21:19
Quieto;00:00:33;;;06:21:19;06:21:52
AMMD;00:00:07;;;06:21:52;06:21:59
Alerta;00:00:18;;;06:21:59;06:22:17
Quieto;00:10:56;;;06:22:17;06:33:13
REM;00:00:21;;;06:33:13;06:33:34
Alerta;00:00:26;;;06:33:34;06:34:00
Quieto;00:02:22;;;06:34:00;06:36:22
QMME;00:00:07;;;06:36:22;06:36:29
Quieto;00:22:54;;;06:36:29;06:59:23
QPC;00:06:48;;;06:59:23;07:06:11
REM;00:00:39;;;07:06:11;07:06:50
Alerta;00:01:00;;;07:06:50;07:07:50
QPC;00:30:58;;;07:07:50;07:38:48
REM;00:00:41;;;07:38:48;07:39:29
Quieto;00:00:32;;;07:39:29;07:40:01
Alerta;00:01:19;;;07:40:01;07:41:20
Quieto;00:12:49;;;07:41:20;07:54:09
QMME;00:00:07;;;07:54:09;07:54:16
QPC;00:23:50;;;07:54:16;08:18:06
REM;00:00:51;;;08:18:06;08:18:57
Quieto;00:00:05;;;08:18:57;08:19:02
Alerta;00:05:58;;;08:19:02;08:25:00
Quieto;00:10:37;;;08:25:00;08:35:37
Ativo;00:03:47;;;08:35:37;08:39:24
Alerta;00:01:51;;;08:39:24;08:41:15
AMMD;00:00:07;;;08:41:15;08:41:22
Alerta;00:01:58;;;08:41:22;08:43:20
AMME;00:00:06;;;08:43:20;08:43:26
Quieto;00:00:05;;;08:43:26;08:43:31
QMMD;00:00:06;;;08:43:31;08:43:37
Quieto;00:00:15;;;08:43:37;08:43:52
QMME;00:00:03;;;08:43:52;08:43:55
Quieto;00:01:35;;;08:43:55;08:45:30
QMME;00:00:25;;;08:45:30;08:45:55
Alerta;00:02:53;;;08:45:55;08:48:48
Quieto;00:01:01;;;08:48:48;08:49:49
AMMD;00:00:22;;;08:49:49;08:50:11
Alerta;00:06:49;;;08:50:11;08:57:00
QPC;00:12:21;;;08:57:00;09:09:21
REM;00:00:46;;;09:09:21;09:10:07
Alerta;00:01:53;;;09:10:07;09:12:00
Quieto;00:05:21;;;09:12:00;09:17:21
QMME;00:00:12;;;09:17:21;09:17:33
QPC;00:26:40;;;09:17:33;09:44:13
REM;00:00:45;;;09:44:13;09:44:58
Alerta;00:00:36;;;09:44:58;09:45:34
Quieto;00:02:49;;;09:45:34;09:48:23
QMMD;00:00:15;;;09:48:23;09:48:38
Quieto;00:02:05;;;09:48:38;09:50:43
QMME;00:00:16;;;09:50:43;09:50:59
QPC;00:26:55;;;09:50:59;10:17:54
REM;00:00:51;;;10:17:54;10:18:45
Alerta;00:00:35;;;10:18:45;10:19:20
Quieto;00:07:00;;;10:19:20;10:26:20
QMMD;00:00:07;;;10:26:20;10:26:27
Quieto;00:26:54;;;10:26:27;10:53:21
QMMD;00:00:11;;;10:53:21;10:53:32
QPC;00:00:42;;;10:53:32;10:54:14
REM;00:00:49;;;10:54:14;10:55:03
Alerta;00:00:19;;;10:55:03;10:55:22
Quieto;00:26:45;;;10:55:22;11:22:07
QMME;00:00:12;;;11:22:07;11:22:19
Quieto;00:00:40;;;11:22:19;11:22:59
QMMD;00:00:06;;;11:22:59;11:23:05
QPC;00:06:01;;;11:23:05;11:29:06
REM;00:01:18;;;11:29:06;11:30:24
Alerta;00:00:41;;;11:30:24;11:31:05
Quieto;00:00:53;;;11:31:05;11:31:58
Alerta;00:00:58;;;11:31:58;11:32:56
Alerta;00:05:58;;;11:32:56;11:38:54
AMMD;00:00:27;;;11:38:54;11:39:21
Alerta;00:01:02;;;11:39:21;11:40:23
AMME;00:00:18;;;11:40:23;11:40:41
Alerta;00:01:19;;;11:40:41;11:42:00
Quieto;00:00:31;;;11:42:00;11:42:31
AMMD;00:00:09;;;11:42:31;11:42:40
Alerta;00:04:50;;;11:42:40;11:47:30
Ativo;00:02:00;;;11:47:30;11:49:30
Alerta;00:05:05;;;11:49:30;11:54:35
Ativo;00:03:38;;;11:54:35;11:58:13
Alerta;00:02:27;;;11:58:13;12:00:40
Ativo;00:12:34;;;12:00:40;12:13:14
Alerta;00:02:46;;;12:13:14;12:16:00
Ativo;00:04:40;;;12:16:00;12:20:40
Alerta;00:03:39;;;12:20:40;12:24:19
QMMD;00:00:05;;;12:24:19;12:24:24
Quieto;00:01:18;;;12:24:24;12:25:42
Quieto;00:00:50;;;12:25:42;12:26:32
