QOP;05:50:00;05:52:05
Active;05:52:05;05:53:15
Alert;05:53:15;05:54:50
Active;05:54:50;05:57:45
QOP;05:57:45;06:02:57
Alert;06:02:57;06:03:30
QOP;06:03:30;06:07:25
Alert;06:07:25;06:08:35
Long SWS-like;06:08:35;06:49:45
REM-like;06:49:45;06:50:09
Alert;06:50:09;06:50:45
Long SWS-like;06:50:45;07:41:27
QOP;07:41:27;07:42:11
Alert;07:42:11;07:46:30
QHH;07:46:30;07:47:04
Alert;07:47:04;07:49:49
QHH;07:49:49;07:49:59
QOP;07:49:59;07:57:21
QHH;07:57:21;07:57:45
QOP;07:57:45;07:58:15
QHH;07:58:15;08:08:26
Alert;08:08:26;08:10:00
Short SWS-like;08:10:00;08:13:58
Alert;08:13:58;08:14:22
Long SWS-like;08:14:22;08:29:26
REM-like;08:29:26;08:29:43
Alert;08:29:43;08:30:47
QOP;08:30:47;08:40:48
Alert;08:40:48;08:41:06
QOP;08:41:06;08:46:25
QHH;08:46:25;08:46:39
Alert;08:46:39;08:47:30
QOP;08:47:30;08:54:29
Alert;08:54:29;08:56:30
Short SWS-like;08:56:30;09:01:06
Alert;09:01:06;09:02:00
Long SWS-like;09:02:00;09:24:58
REM-like;09:24:58;09:25:25
Alert;09:25:25;09:26:50
Long SWS-like;09:26:50;09:42:36
Alert;09:42:36;09:45:10
QOP;09:45:10;09:51:06
Active;09:51:06;09:51:45
Alert;09:51:45;09:55:00
Active;09:55:00;09:57:18
Alert;09:57:18;09:59:00
Long SWS-like;09:59:00;10:14:02
Alert;10:14:02;10:17:56
Short SWS-like;10:17:56;10:23:45
Alert;10:23:45;10:26:15
Short SWS-like;10:26:15;10:26:40
Alert;10:26:40;10:26:54
REM-like;10:26:54;10:27:29
Alert;10:27:29;10:27:40
Long SWS-like;10:27:40;10:47:30
Alert;10:47:30;10:57:58
Active;10:57:58;10:58:56
Alert;10:58:56;11:02:00
Active;11:02:00;11:18:43
QHH;11:18:43;11:19:10
Active;11:19:10;11:22:37
Alert;11:22:37;11:23:12
QHH;11:23:12;11:23:32
QOP;11:23:32;11:28:10
Alert;11:28:10;11:29:30
QOP;11:29:30;11:30:27
QHH;11:30:27;11:30:30
Short SWS-like;11:30:30;11:30:43
QOP;11:30:43;11:35:53
Alert;11:35:53;11:43:01
QOP;11:43:01;11:55:56
Alert;11:55:56;13:24:48
QHH;13:24:48;13:24:55
Alert;13:24:55;13:27:00
QHH;13:27:00;13:27:21
Alert;13:27:21;13:36:19
Active;13:36:19;13:39:10
QHH;13:39:10;13:39:37
QOP;13:39:37;13:42:17
Active;13:42:17;13:47:11
Alert;13:47:11;13:52:44
Active;13:52:44;13:54:30
QOP;13:54:30;14:01:28
Alert;14:01:28;14:04:20
QOP;14:04:20;14:06:11
Alert;14:06:11;14:10:10
QOP;14:10:10;14:21:44
Alert;14:21:44;15:11:26
Long SWS-like;15:11:26;15:49:46
REM-like;15:49:46;15:50:17
Alert;15:50:17;15:56:00
Long SWS-like;15:56:00;16:11:12
Alert;16:11:12;16:12:35
Active;16:12:35;16:15:50
Alert;16:15:50;16:18:38
Long SWS-like;16:18:38;16:29:38
Alert;16:29:38;16:36:25
Active;16:36:25;16:38:00
