Alert;05:50:00;05:51:04
Active;05:51:04;05:54:45
Alert;05:54:45;05:57:04
QOP;05:57:04;06:00:17
QHH;06:00:17;06:00:24
QOP;06:00:24;06:01:07
QHH;06:01:07;06:01:19
QOP;06:01:19;06:04:05
QHH;06:04:05;06:04:09
QOP;06:04:09;06:04:33
Alert;06:04:33;06:06:03
QOP;06:06:03;06:06:24
QHH;06:06:24;06:06:27
QOP;06:06:27;06:06:57
QHH;06:06:57;06:06:59
QOP;06:06:59;06:07:45
QHH;06:07:45;06:07:48
QOP;06:07:48;06:07:49
QHH;06:07:49;06:08:07
QOP;06:08:07;06:11:11
QHH;06:11:11;06:11:15
QOP;06:11:15;06:15:30
QHH;06:15:30;06:15:34
Alert;06:15:34;06:17:54
QOP;06:17:54;06:25:35
REM-like;06:25:35;06:26:01
QOP;06:26:01;06:26:06
Alert;06:26:06;06:27:04
QOP;06:27:04;06:49:15
QHH;06:49:15;06:49:20
QOP;06:49:20;06:54:28
REM-like;06:54:28;06:55:09
Alert;06:55:09;06:56:02
QOP;06:56:02;06:57:06
Alert;06:57:06;07:01:21
QHH;07:01:21;07:01:25
QOP;07:01:25;07:02:19
QHH;07:02:19;07:02:29
QOP;07:02:29;07:02:52
QHH;07:02:52;07:03:09
QOP;07:03:09;07:04:14
QHH;07:04:14;07:04:16
QOP;07:04:16;07:05:31
QHH;07:05:31;07:05:32
QOP;07:05:32;07:06:45
OEM;07:06:45;07:07:18
Alert;07:07:18;07:11:14
QHH;07:11:14;07:11:18
QOP;07:11:18;07:11:53
QHH;07:11:53;07:12:05
Alert;07:12:05;07:14:05
QOP;07:14:05;07:19:03
Alert;07:19:03;07:20:24
QOP;07:20:24;07:23:44
QHH;07:23:44;07:23:58
QOP;07:23:58;07:28:17
Long SWS-like;07:28:17;07:35:49
REM-like;07:35:49;07:36:23
Alert;07:36:23;07:36:58
QOP;07:36:58;07:41:38
Long SWS-like;07:41:38;07:48:49
QHH;07:48:49;07:48:51
Long SWS-like;07:48:51;08:08:37
REM-like;08:08:37;08:09:20
QOP;08:09:20;08:09:30
Alert;08:09:30;08:16:04
QOP;08:16:04;08:22:59
QHH;08:22:59;08:23:10
QOP;08:23:10;08:28:50
QHH;08:28:50;08:29:01
QOP;08:29:01;08:29:50
QHH;08:29:50;08:29:54
Long SWS-like;08:29:54;08:42:30
REM-like;08:42:30;08:43:14
Alert;08:43:14;08:49:28
QHH;08:49:28;08:49:35
Alert;08:49:35;08:51:40
QHH;08:51:40;08:51:52
Alert;08:51:52;08:53:52
Active;08:53:52;08:55:46
Alert;08:55:46;08:57:28
QHH;08:57:28;08:57:31
Active;08:57:31;09:14:04
Alert;09:14:04;09:17:47
QHH;09:17:47;09:17:50
QOP;09:17:50;09:20:43
QHH;09:20:43;09:20:50
Alert;09:20:50;09:22:44
QHH;09:22:44;09:22:55
Alert;09:22:55;09:31:31
QHH;09:31:31;09:31:35
QOP;09:31:35;09:31:39
QHH;09:31:39;09:31:46
QOP;09:31:46;09:35:52
QHH;09:35:52;09:35:55
QOP;09:35:55;09:37:34
QHH;09:37:34;09:37:44
QOP;09:37:44;09:42:42
